CONSULTA DE CENTROS Y SERVICIOS EDUCATIVOS;;;;;;;;;;;;
AREA TERRITORIAL;CODIGO CENTRO;TIPO DE CENTRO;CENTRO;DOMICILIO;MUNICIPIO;DISTRITO MUNICIPAL;COD. POSTAL;TELEFONO;FAX;TITULARIDAD
Madrid-Sur;28002026;CP INF-PRI-SEC;EUGENIO MURO;Carretera Rozas De Puerto Real, 20 ;Cadalso de los Vidrios;-;28640;918640158;918641288;Público;
Madrid-Este;28002038;CP INF-PRI-SEC;FEDERICO GARCIA LORCA;Calle De La Huerta, S/n ;Camarma de Esteruelas;-;28816;918865256;918865248;Público;
Madrid-Sur;28023364;CP INF-PRI-SEC;ISABEL LA CATOLICA;Calle Vía Olímpica, S/n ;Navas del Rey;-;28695;918650536;918650790;Público;
Madrid-Oeste;28001812;CP INF-PRI-SEC;JUAN RAMON JIMENEZ;Paseo De San Sebastián, 23 ;Becerril de la Sierra;-;28490;918538064;918555468;Público;
Madrid-Sur;28070691;CP INF-PRI-SEC;MAESTRO RODRIGO;Avenida Memorial De La Paz De Hiroshima, S/n ;Aranjuez;-;28300;918927841;918928169;Público;
Madrid-Oeste;28057088;CP INF-PRI-SEC;MARIA MOLINER;Avenida Rioja, 14 ;Villanueva de la Cañada;-;28691;918155505;918106692;Público;
Madrid-Norte;28002853;CP INF-PRI-SEC;MARTINA GARCIA;Avenida Julián Sánchez, 17 ;Fuente el Saz de Jarama;-;28140;916200825;916224053;Público;
Madrid-Sur;28033679;CP INF-PRI-SEC;MIGUEL DE CERVANTES;Avenida De Villaviciosa, 7 ;Alcorcón;-;28922;916116198;916116569;Público;
Madrid-Oeste;28001848;CP INF-PRI-SEC;PRINCIPE DON FELIPE;Calle De José Antonio, 48 ;Boadilla del Monte;-;28660;916331626;916331954;Público;
Madrid-Oeste;28064160;CP INF-PRI-SEC;PRINCIPES DE ASTURIAS;Calle Atlántico Del Paular, 8 ;Pozuelo de Alarcón;-;28224;917140919;913515144;Público;
Madrid-Sur;28060270;CP INF-PRI-SEC;SALVADOR DALI;Calle De La Tia Javiera, S/n ;Fuenlabrada;-;28942;916046230;916047303;Público;
Madrid-Oeste;28001873;CP INF-PRI-SEC;SAN SEBASTIAN;Carretera De Cerceda A Manzanares, 10 ;Boalo, El;-;28413;918559382;918559382;Público;
Madrid-Sur;28067744;CP INF-PRI-SEC;SANTO ANGEL DE LA GUARDA;Calle Rodetas, 19 ;Chapinería;-;28694;918652735;918652288;Público;
Madrid-Norte;28039669;CP INF-PRI-SEC;SANTO DOMINGO;Avenida Del Guadalix, 35 ;Algete;-;28120;916221690;916222409;Público;
Madrid-Sur;28002105;CP INF-PRI-SEC;SUAREZ SOMONTE;Calle De La Ronda Del Sur, 54 ;Cenicientos;-;28650;918642528;918642528;Público;
Madrid-Sur;28042191;CP INF-PRI-SEC;VELAZQUEZ;Urbanizacion Nuevo Versalles, 16 ;Fuenlabrada;-;28942;916892040;914865728;Público;
Madrid-Norte;28022891;CP INF-PRI-SEC;VICENTE ALEIXANDRE;Avenida De La Constitución, 29 ;Miraflores de la Sierra;-;28792;918443873;918445212;Público;
Madrid-Norte;28002211;CP INF-PRI-SEC;VILLA DE COBEÑA;Calle De La Fuente, 17 ;Cobeña;-;28863;916208425;916208425;Público;
Madrid-Este;28042711;EOI;E.O.I. DE ALCALA DE HENARES;Calle Daoiz Y Velarde, 30 ;Alcalá de Henares;-;28807;918800398;918800393;Público;
Madrid-Sur;28039712;EOI;E.O.I. DE ALCORCON;Calle Del Parque Grande, 7 ;Alcorcón;-;28925;916115312;916112866;Público;
Madrid-Sur;28043284;EOI;E.O.I. DE ARANJUEZ;Calle Lucas Jordán, 4 ;Aranjuez;-;28300;918924401;918922328;Público;
Madrid-Oeste;28057192;EOI;E.O.I. DE BOADILLA DEL MONTE;Calle De Victoria Eugenia De Battemberg, 10 ;Boadilla del Monte;-;28660;916322733;916321518;Público;
Madrid-Oeste;28043296;EOI;E.O.I. DE COLLADO VILLALBA;Calle Ruiz De Alarcón, 2 ;Collado Villalba;-;28400;918513744;918506819;Público;
Madrid-Sur;28041603;EOI;E.O.I. DE FUENLABRADA;Calle Islandia, 1 ;Fuenlabrada;-;28942;916155713;916152481;Público;
Madrid-Sur;28043302;EOI;E.O.I. DE GETAFE;Calle Del Hospital De San José, 22 ;Getafe;-;28901;916834820;916951045;Público;
Madrid-Oeste;28041639;EOI;E.O.I. DE LAS ROZAS DE MADRID;Avenida Camino Del Caño, 2 ;Rozas de Madrid, Las;-;28231;916361936;916361066;Público;
Madrid-Sur;28041627;EOI;E.O.I. DE LEGANES;Avenida Europa, 1 ;Leganés;-;28915;916800734;916801849;Público;
Madrid-Oeste;28042735;EOI;E.O.I. DE MAJADAHONDA;Calle Pinos, 10 ;Majadahonda;-;28220;916343600;916342976;Público;
Madrid-Sur;28042747;EOI;E.O.I. DE MOSTOLES;Avenida Del Alcalde De Móstoles, 64 ;Móstoles;-;28933;916131412;916131993;Público;
Madrid-Sur;28042759;EOI;E.O.I. DE PARLA;Calle Guadalajara, 22 ;Parla;-;28982;916984013;916055857;Público;
Madrid-Sur;28058731;EOI;E.O.I. DE PINTO;Calle Manuel Hernández Mompo, 2 ;Pinto;-;28320;916915606;916923159;Público;
Madrid-Oeste;28059309;EOI;E.O.I. DE POZUELO DE ALARCON;Avenida Juan Xxiii, 4 ;Pozuelo de Alarcón;-;28224;917152317;917153097;Público;
Madrid-Este;28042127;EOI;E.O.I. DE SAN FERNANDO DE HENARES;Calle De La Presa, 2 ;San Fernando de Henares;-;28830;916740443;916697378;Público;
Madrid-Norte;28042760;EOI;E.O.I. DE SAN SEBASTIAN DE LOS REYES;Pasaje La Viña, 3 ;San Sebastián de los Reyes;-;28701;916239700;916530777;Público;
Madrid-Este;28060208;EOI;E.O.I. DE TORREJON DE ARDOZ;Calle San Fernando, S/n ;Torrejón de Ardoz;-;28850;916781064;916781249;Público;
Madrid-Norte;28062369;EOI;E.O.I. DE TRES CANTOS;Calle Del Orégano, 1 ;Tres Cantos;-;28760;918049253;918049254;Público;
Madrid-Sur;28043314;EOI;E.O.I. DE VALDEMORO;Calle De Cuba, 3 ;Valdemoro;-;28341;918955640;918082384;Público;
Madrid-Este;28067185;EXEOI;EXTENSION  DE LA ESCUELA OFICIAL DE IDIOMAS  DE ALCALA DE HENARES EN ARGANDA DEL REY;Calle Mar De Alborán, 1 ;Arganda del Rey;-;28500;918747939;918747939;Público;
Madrid-Sur;28068207;EXEOI;EXTENSION DE LA ESCUELA OFICIAL DE IDIOMAS DE ALCORCON EN SAN MARTIN DE VALDEIGLESIAS;Carretera De N-403 (toledo), S/n ;San Martín de Valdeiglesias;-;28680;651177133;-;Público;
Madrid-Este;28064779;EXEOI;EXTENSION DE LA ESCUELA OFICIAL DE IDIOMAS DE SAN FERNANDO DE HENARES EN COSLADA;Avenida De Madrid ;Coslada;-;28822;916746426;916746425;Público;
Madrid-Este;28059310;EXEOI;EXTENSION DE LA ESCUELA OFICIAL DE IDIOMAS DE SAN FERNANDO DE HENARES EN RIVAS-VACIAMADRID;Calle De Los Picos De Urbión C/v A C/ Jaen ;Rivas-Vaciamadrid;-;28522;914990537;914990623;Público;
Madrid-Este;28041081;CPROF MUS;CONSERVATORIO PROFESIONAL DE MUSICA DE ALCALA DE HENARES;Calle Alalpardo, S/n ;Alcalá de Henares;-;28806;918820545;918828950;Público;
Madrid-Sur;28056102;CPROF MUS;CONSERVATORIO PROFESIONAL DE MUSICA DE GETAFE;Avenida De Las Arcas Del Agua, 1 ;Getafe;-;28905;916017113;916839906;Público;
Madrid-Oeste;28040246;CPROF MUS;DE MAJADAHONDA;Plaza Cristóbal Colón, S/n ;Majadahonda;-;28220;916384345;916380737;Público;
Madrid-Sur;28067151;CPROF MUS;MANUEL DE FALLA;Calle De Carballino ;Alcorcón;-;28925;916197900;-;Público;
Madrid-Sur;28074700;CPROF MUS;MANUEL RODRIGUEZ SALES;Plaza De Pablo Casals, 1 ;Leganés;-;28911;912489570;912489552;Público;
Madrid-Sur;28039441;CPROF MUS;RODOLFO HALFFTER;Calle Canarias, 10 ;Móstoles;-;28931;916647690;916647670;Público;
Madrid-Oeste;28049985;E MUN.MUSICA;ALPEDRETE;Plaza De Francisco Rabal, 2 ;Alpedrete;-;28430;918571590;918572765;Público;
Madrid-Norte;28040283;E MUN.MUSICA;ANDRES SEGOVIA;Calle Mayor, 14 ;Algete;-;28110;916281736;916281736;Público;
Madrid-Este;28041159;E MUN.MUSICA;ARGANDA DEL REY;Avenida Del Ejército, 6 ;Arganda del Rey;-;28500;918711344;918716312;Público;
Madrid-Sur;28056527;E MUN.MUSICA;ARROYOMOLINOS (ESC. MUN. MUSICA);Calle De La Iglesia, 12 ;Arroyomolinos;-;28939;916095056;916897568;Público;
Madrid-Norte;28043764;E MUN.MUSICA;BERZOSA DEL LOZOYA;Camino De Casasola ;Berzosa del Lozoya;-;28194;918687031;918687031;Público;
Madrid-Sur;28058411;E MUN.MUSICA;BRUNETE (ESC. MUN. MUSICA);Calle Del Escorial, 32 ;Brunete;-;28690;637556774;916159032;Público;
Madrid-Norte;28046571;E MUN.MUSICA;BUITRAGO;Plaza Del Castillo, 1 ;Buitrago del Lozoya;-;28730;918681379;918680630;Público;
Madrid-Este;28069595;E MUN.MUSICA;CAMARMA DE ESTERUELAS;Camino De Alcalá, S/n ;Camarma de Esteruelas;-;28816;608149487;918857287;Público;
Madrid-Este;28048531;E MUN.MUSICA;CAMPO REAL;Carretera Villar Del Olmo, 4 ;Campo Real;-;28510;918733230;918733261;Público;
Madrid-Este;28050008;E MUN.MUSICA;CARABAÑA;Calle Del Real, 100 ;Carabaña;-;28560;918723001;918723242;Público;
Madrid-Sur;28056539;E MUN.MUSICA;CASARRUBUELOS;Camino De Torrejón De Velasco, 2 ;Casarrubuelos;-;28978;918167208;918167208;Público;
Madrid-Sur;28050021;E MUN.MUSICA;CHAPINERIA;Calle Colmenar, 13 ;Chapinería;-;28694;918652008;918652012;Público;
Madrid-Este;28062163;E MUN.MUSICA;CHINCHON;Avenida Del Generalísimo (los Huertos), 72 ;Chinchón;-;28370;918940004;918940887;Público;
Madrid-Norte;28047885;E MUN.MUSICA;COBEÑA;Calle De La Fuente, 7 ;Cobeña;-;28863;916208425;916208425;Público;
Madrid-Oeste;28046583;E MUN.MUSICA;COLLADO MEDIANO;Calle De Goya, 5 ;Collado Mediano;-;28450;918554392;918598403;Público;
Madrid-Oeste;28041160;E MUN.MUSICA;COLLADO VILLALBA;Calle Real, 68 ;Collado Villalba;-;28400;918512898;918510970;Público;
Madrid-Este;28056540;E MUN.MUSICA;COLMENAR DE OREJA;Plaza Del Arco, 3 ;Colmenar de Oreja;-;28380;918943030;918943198;Público;
Madrid-Norte;28056552;E MUN.MUSICA;COLMENAR VIEJO (ESC. MUN. MUSICA);Avenida De Andalucía, 55 ;Colmenar Viejo;-;28770;918450053;918458441;Público;
Madrid-Oeste;28058044;E MUN.MUSICA;COLMENAREJO;Calle Madrid, 38 ;Colmenarejo;-;28270;918589072;918425518;Público;
Madrid-Este;28041652;E MUN.MUSICA;COSLADA;Avenida De La Constitución, 47 ;Coslada;-;28821;916278372;916278379;Público;
Madrid-Sur;28041721;E MUN.MUSICA;DIONISIO AGUADO;Calle De La Habana, 33 ;Fuenlabrada;-;28945;916151101;916151101;Público;
Madrid-Sur;28050045;E MUN.MUSICA;EL ALAMO;Calle Del Romero, 1 ;Álamo, El;-;28607;918122120;918122222;Público;
Madrid-Oeste;28056564;E MUN.MUSICA;EL BOALO;Avenida De Los Prados, 16 ;Boalo, El;-;28413;918559415;918559038;Público;
Madrid-Sur;28046716;E MUN.MUSICA;ENRIQUE GARCIA ASENSIO;Calle San Antón ;Parla;-;28982;916997508;916054446;Público;
Madrid-Oeste;28034325;E MUN.MUSICA;ENRIQUE GRANADOS;Calle Norias, 29 ;Majadahonda;-;28221;916349119;916349118;Público;
Madrid-Este;28050057;E MUN.MUSICA;FUENTIDUEÑA DE TAJO;Calle De Don Silvino Real, 7 ;Fuentidueña de Tajo;-;28597;0;0;Público;
Madrid-Oeste;28046625;E MUN.MUSICA;GALAPAGAR;Calle Guadarrama, 66 ;Galapagar;-;28260;918586473;918586672;Público;
Madrid-Sur;28046637;E MUN.MUSICA;GRIÑON;Callejon Del Plantío ;Griñón;-;28971;918140186;-;Público;
Madrid-Oeste;28056588;E MUN.MUSICA;GUADARRAMA;Calle De Los Herrenes ;Guadarrama;-;28440;918548008;918543091;Público;
Madrid-Sur;28034179;E MUN.MUSICA;JOAQUIN RODRIGO;Calle Del Capitán Angosto Gómez Castrillón, 39 ;Aranjuez;-;28300;918924572;918925000;Público;
Madrid-Este;28056606;E MUN.MUSICA;LOECHES;Plaza Duquesa De Alba ;Loeches;-;28890;918862036;918851136;Público;
Madrid-Oeste;28071103;E MUN.MUSICA;LOS MOLINOS;Calle Del Real, 8 ;Molinos, Los;-;28460;918551013;918551017;Público;
Madrid-Oeste;28038951;E MUN.MUSICA;LUIGI BOCCHERINI;Avenida De Isabel De Farnesio, 16 ;Boadilla del Monte;-;28660;916326035;916331484;Público;
Madrid-Sur;28039396;E MUN.MUSICA;MAESTRO GOMBAU;Avenida De Las Ciudades, 37 ;Getafe;-;28903;916826195;916839846;Público;
Madrid-Sur;28034167;E MUN.MUSICA;MANUEL DE FALLA;Calle De Carballino, S/n ;Alcorcón;-;28925;916197900;916112452;Público;
Madrid-Sur;28034180;E MUN.MUSICA;MANUEL RODRIGUEZ SALES;Plaza Pablo Casals, 1 ;Leganés;-;28911;912489570;912489552;Público;
Madrid-Este;28050069;E MUN.MUSICA;MECO;Calle De Santa María De La Cabeza, 2 ;Meco;-;28880;918876553;918861143;Público;
Madrid-Sur;28058068;E MUN.MUSICA;MORALEJA DE ENMEDIO;Calle Mirasierra, 61 ;Moraleja de Enmedio;-;28950;916004990;916094343;Público;
Madrid-Este;28050070;E MUN.MUSICA;MORATA DE TAJUÑA;Calle De La Tarayuela, S/n ;Morata de Tajuña;-;28530;918730776;918731477;Público;
Madrid-Este;28050082;E MUN.MUSICA;NUEVO BAZTAN;Calle Del Prado, 5 ;Nuevo Baztán;-;28514;918735011;918725517;Público;
Madrid-Este;28050094;E MUN.MUSICA;ORUSCO DE TAJUÑA;Calle José Cañaveras, S/n ;Orusco de Tajuña;-;28570;918724172;918724855;Público;
Madrid-Norte;28067148;E MUN.MUSICA;PABLO SOROZABAL;Travesia De Bustarviejo, 2 ;Miraflores de la Sierra;-;28792;918449141;918443558;Público;
Madrid-Este;28059930;E MUN.MUSICA;PARACUELLOS DE JARAMA;Calle Ronda De Las Cuestas, 39 ;Paracuellos de Jarama;-;28860;916582773;916580052;Público;
Madrid-Norte;28058071;E MUN.MUSICA;PEDREZUELA;Plaza De La Constitución, 6 ;Pedrezuela;-;28723;918433053;918433037;Público;
Madrid-Este;28048491;E MUN.MUSICA;PERALES DE TAJUÑA;Calle Mayor Alta, 37 ;Perales de Tajuña;-;28540;918748004;918749030;Público;
Madrid-Sur;28041664;E MUN.MUSICA;PINTO;Calle De La Sagrada Familia, 3 ;Pinto;-;28320;912483801;912483712;Público;
Madrid-Oeste;28040313;E MUN.MUSICA;POZUELO DE ALARCON;Carretera Humera, 15 ;Pozuelo de Alarcón;-;28224;917156062;913521459;Público;
Madrid-Este;28046731;E MUN.MUSICA;RIVAS-VACIAMADRID;Plaza De La Constitución, S/n ;Rivas-Vaciamadrid;-;28529;916602730;916602726;Público;
Madrid-Oeste;28056621;E MUN.MUSICA;ROBLEDO DE CHAVELA;Plaza De España, 1 ;Robledo de Chavela;-;28294;918995961;918998545;Público;
Madrid-Sur;28046765;E MUN.MUSICA;SAN MARTIN DE VALDEIGLESIAS;Calle Del General Martínez Benito, 4 ;San Martín de Valdeiglesias;-;28680;918611066;918610846;Público;
Madrid-Sur;28065693;E MUN.MUSICA;SERRANILLOS DEL VALLE;Calle De Los Magnolios, 3 ;Serranillos del Valle;-;28979;-;918104273;Público;
Madrid-Oeste;28048506;E MUN.MUSICA;S.LORENZO DE EL ESCORIAL;Calle Vista Bella, 5 ;San Lorenzo de El Escorial;-;28200;918960103;918902571;Público;
Madrid-Este;28041688;E MUN.MUSICA;S.MARTIN DE LA VEGA;Calle Del Maestro Rodrigo, 2 ;San Martín de la Vega;-;28330;918947366;918947200;Público;
Madrid-Norte;28048543;E MUN.MUSICA;SOTO DEL REAL;Calle Orden-prado Real, 10 ;Soto del Real;-;28791;918476004;918478141;Público;
Madrid-Norte;28046777;E MUN.MUSICA;S.SEBASTIAN DE LOS REYES;Avenida De Baunatal, 18 ;San Sebastián de los Reyes;-;28701;916588990;916535581;Público;
Madrid-Este;28041706;E MUN.MUSICA;TORREJON DE ARDOZ;Calle Hilados, 2 ;Torrejón de Ardoz;-;28850;916774480;916774991;Público;
Madrid-Sur;28050100;E MUN.MUSICA;TORREJON DE LA CALZADA (ESC. MUN. MUSICA);Calle Veintisiete De Octubre ;Torrejón de la Calzada;-;28991;918160352;918169077;Público;
Madrid-Norte;28050112;E MUN.MUSICA;TORRELAGUNA;Calle Doctor Manuel Hidalgo Huertas, 2 ;Torrelaguna;-;28180;918431631;918430077;Público;
Madrid-Oeste;28040337;E MUN.MUSICA;TORRELODONES;Calle Javier García De Leaniz, 9 ;Torrelodones;-;28250;918591047;918590168;Público;
Madrid-Norte;28050124;E MUN.MUSICA;TORREMOCHA DE JARAMA;Calle Del Canal De Isabel Ii, 18 ;Torremocha de Jarama;-;28189;918430019;918431104;Público;
Madrid-Este;28050136;E MUN.MUSICA;TORRES DE LA ALAMEDA (ESC. MUN. MUSICA);Calle De Las Escuelas, 8 ;Torres de la Alameda;-;28813;918868250;918868313;Público;
Madrid-Norte;28046807;E MUN.MUSICA;TRES CANTOS;Plaza Del Ayuntamiento, 2 ;Tres Cantos;-;28760;912938133;912938133;Público;
Madrid-Este;28056631;E MUN.MUSICA;VALDARACETE;Carretera M-404 (aranjuez-brea) ;Valdaracete;-;28594;918739590;918739522;Público;
Madrid-Sur;28056643;E MUN.MUSICA;VALDEMORO;Calle Pizarro ;Valdemoro;-;28342;918018876;918099602;Público;
Madrid-Este;28048521;E MUN.MUSICA;VALDILECHA;Calle Miguel De Cervantes, 4 ;Valdilecha;-;28511;918738381;918738218;Público;
Madrid-Sur;28056591;E MUN.MUSICA;VILLA DE HUMANES;Calle De Estanislao Zazo, 32 ;Humanes de Madrid;-;28970;916042564;916040119;Público;
Madrid-Sur;28050151;E MUN.MUSICA;VILLA DEL PRADO;Plaza De Francisco Cales Otero, 1 ;Villa del Prado;-;28630;918620002;918621095;Público;
Madrid-Este;28056655;E MUN.MUSICA;VILLALBILLA;Avenida Dinamarca, 2 ;Villalbilla;-;28810;918792772;918859011;Público;
Madrid-Este;28065701;E MUN.MUSICA;VILLAR DEL OLMO;Calle Carlos Ruiz, 9 ;Villar del Olmo;-;28512;918732161;918732104;Público;
Madrid-Este;28046819;E MUN.MUSICA;VILLAREJO DE SALVANES;Calle De Luis De Requesens, 19 ;Villarejo de Salvanés;-;28590;918744002;918744545;Público;
Madrid-Sur;28048555;E MUN.MUSICA;VILLAVICIOSA DE ODON;Calle Arroyo, 12 ;Villaviciosa de Odón;-;28670;916160053;916160053;Público;
Madrid-Norte;28041147;E MUN. MUS-DANZA;ALCOBENDAS;Calle De Ruperto Chapí, 22 ;Alcobendas;-;28100;916597600;916523215;Público;
Madrid-Sur;28064494;E MUN. MUS-DANZA;ALDEA DEL FRESNO;Calle Vistillas ;Aldea del Fresno;-;28620;918633702;915275822;Público;
Madrid-Este;28049997;E MUN. MUS-DANZA;BELMONTE DE TAJO;Calle Tomás Díaz Vázquez, 8 ;Belmonte de Tajo;-;28390;918747215;918747120;Público;
Madrid-Sur;28071115;E MUN. MUS-DANZA;CADALSO DE LOS VIDRIOS;Calle Maestro Enrique Gullón, 6 ;Cadalso de los Vidrios;-;28640;918640723;918640949;Público;
Madrid-Oeste;28050011;E MUN. MUS-DANZA;CERCEDILLA;Calle De La Carrera Del Señor, 7 ;Cercedilla;-;28470;918523620;918522200;Público;
Madrid-Sur;28050033;E MUN. MUS-DANZA;CIEMPOZUELOS;Calle Mayor, 1 ;Ciempozuelos;-;28350;918015086;918932547;Público;
Madrid-Este;28058421;E MUN. MUS-DANZA;DAGANZO DE ARRIBA;Carretera A Fresno, S/n ;Daganzo de Arriba;-;28814;918845520;918845520;Público;
Madrid-Oeste;28059954;E MUN. MUS-DANZA;EL ESCORIAL;Calle De Alfonso Xiii, 6 ;Escorial, El;-;28280;918902764;918906352;Público;
Madrid-Oeste;28068724;E MUN. MUS-DANZA;FRESNEDILLAS DE LA OLIVA;Calle Del Caño, 8 ;Fresnedillas de la Oliva;-;28214;918989009;918989318;Público;
Madrid-Norte;28058056;E MUN. MUS-DANZA;GUADALIX DE LA SIERRA;Avenida Alejandro Rubio, 21 ;Guadalix de la Sierra;-;28794;918470006;918471045;Público;
Madrid-Oeste;28040325;E MUN. MUS-DANZA;JOAQUIN RODRIGO;Avenida Camino Del Caño, 2 ;Rozas de Madrid, Las;-;28231;916409880;916409919;Público;
Madrid-Norte;28059929;E MUN. MUS-DANZA;LA CABRERA;Avenida Del Generalísimo, 96 ;Cabrera, La;-;28751;918689530;918688127;Público;
Madrid-Norte;28056618;E MUN. MUS-DANZA;MANZANARES EL REAL;Calle De La Cañada, 26 ;Manzanares el Real;-;28410;918539840;918539825;Público;
Madrid-Este;28058433;E MUN. MUS-DANZA;MEJORADA DEL CAMPO;Plaza De La Ilustración, 9 ;Mejorada del Campo;-;28840;916793379;916793606;Público;
Madrid-Oeste;28069571;E MUN. MUS-DANZA;MORALZARZAL;Avenida De Salvador Sánchez Frascuelo, 26 ;Moralzarzal;-;28411;918576900;918577600;Público;
Madrid-Sur;28058445;E MUN. MUS-DANZA;NAVALCARNERO;Calle De La Libertad, 31 ;Navalcarnero;-;28600;918101218;918101219;Público;
Madrid-Oeste;28058457;E MUN. MUS-DANZA;QUIJORNA;Plaza De La Iglesia, 1 ;Quijorna;-;28693;918168138;918168300;Público;
Madrid-Norte;28058469;E MUN. MUS-DANZA;SAN AGUSTIN DE GUADALIX;Plaza De La Constitución, 8 ;San Agustín del Guadalix;-;28750;918418002;918418493;Público;
Madrid-Este;28071127;E MUN. MUS-DANZA;SERRACINES;Travesia Celestino Martín ;Fresno de Torote;-;28815;918791845;918791462;Público;
Madrid-Sur;28058470;E MUN. MUS-DANZA;SEVILLA LA NUEVA;Plaza De Sevilla, 2 ;Sevilla la Nueva;-;28609;918130232;918130617;Público;
Madrid-Este;28046741;E MUN. MUS-DANZA;S.FERNANDO DE HENARES;Plaza Olof Palme, S/n ;San Fernando de Henares;-;28830;916741114;916694992;Público;
Madrid-Norte;28067173;E MUN. MUS-DANZA;TALAMANCA DE JARAMA;Calle De La Fuente Del Arca, 19 ;Talamanca de Jarama;-;28160;918417007;918417055;Público;
Madrid-Este;28048518;E MUN. MUS-DANZA;TIELMES;Calle Real, 39 ;Tielmes;-;28550;918746002;918746620;Público;
Madrid-Sur;28058482;E MUN. MUS-DANZA;TORREJON DE VELASCO;Calle San Nicasio ;Torrejón de Velasco;-;28990;918161424;918161550;Público;
Madrid-Oeste;28059942;E MUN. MUS-DANZA;VALDEMORILLO;Calle Paz ;Valdemorillo;-;28210;918978578;918993745;Público;
Madrid-Este;28050148;E MUN. MUS-DANZA;VELILLA;Calle Olivar, 15 ;Velilla de San Antonio;-;28891;616223506;916608062;Público;
Madrid-Oeste;28050161;E MUN. MUS-DANZA;VILLANUEVA DE LA CAÑADA;Calle Olivar, 10 ;Villanueva de la Cañada;-;28691;918117001;918156646;Público;
Madrid-Oeste;28057854;E MUN. MUS-DANZA;VILLANUEVA DEL PARDILLO;Calle Real, 4 ;Villanueva del Pardillo;-;28229;918152384;918153212;Público;
Madrid-Este;28700702;EOEP ATEN-TEMPR;E.A.TEMPRANA COSLADA-SAN FERNANDO;Calle Rafael Sánchez Ferlosio, S/n ;San Fernando de Henares;-;28830;912760598;-;Público;
Madrid-Sur;28701019;EOEP ATEN-TEMPR;EOEP DE AT.TNA S.MARTÍN VALDEIGLESIAS;Calle De La Fuente, 4 ;San Martín de Valdeiglesias;-;28680;918610839;918610118;Público;
Madrid-Norte;28700601;EOEP ATEN-TEMPR;EQ. ATEN. TEMPRANA ALCOBENDAS-S.S. REYES;Avenida De Rosa Luxemburgo, S/n ;San Sebastián de los Reyes;-;28700;916541814;916541814;Público;
Madrid-Norte;28700611;EOEP ATEN-TEMPR;EQ. ATEN.TEMPRANA LA CABRERA-LOZOYUELA;Calle De Carlos Ruiz, 8 ;Cabrera, La;-;28751;918688470;918688470;Público;
Madrid-Norte;28700623;EOEP ATEN-TEMPR;EQ. AT.TEMP. COLMENAR VIEJO-TRES CANTOS;Calle Del Viento, 4 ;Tres Cantos;-;28760;912938199;912938198;Público;
Madrid-Oeste;28700726;EOEP ATEN-TEMPR;EQUIPO AT. TEMP. VILLANUEVA DE LA CAÑADA;Camino Móstoles, 1 ;Villanueva de la Cañada;-;28691;918155276;918157180;Público;
Madrid-Este;28700684;EOEP ATEN-TEMPR;EQUIPO ATENCION TEMPRANA ALCALA DE HENARES;Calle Entrepeñas, 2 ;Alcalá de Henares;-;28802;918836280;918836280;Público;
Madrid-Sur;28700908;EOEP ATEN-TEMPR;EQUIPO ATENCION TEMPRANA ALCORCON;Calle Institutos, S/n ;Alcorcón;-;28923;916111703;916114704;Público;
Madrid-Sur;28700921;EOEP ATEN-TEMPR;EQUIPO ATENCION TEMPRANA ARANJUEZ;Calle Del Hospital, 3 ;Aranjuez;-;28300;918754257;918914203;Público;
Madrid-Este;28700696;EOEP ATEN-TEMPR;EQUIPO ATENCION TEMPRANA ARGANDA DEL REY;Avenida Del Niño Jesús, S/n ;Arganda del Rey;-;28500;918703032;918701864;Público;
Madrid-Sur;28700635;EOEP ATEN-TEMPR;EQUIPO ATENCION TEMPRANA FUENLABRADA;Calle Logroño, 2 ;Fuenlabrada;-;28941;916065751;916970296;Público;
Madrid-Sur;28700647;EOEP ATEN-TEMPR;EQUIPO ATENCION TEMPRANA GETAFE;Calle Montserrat Caballé, 2 ;Getafe;-;28903;916832147;916828209;Público;
Madrid-Sur;28700659;EOEP ATEN-TEMPR;EQUIPO ATENCION TEMPRANA LEGANES;Avenida De La Mancha, 2 ;Leganés;-;28915;916802436;916873146;Público;
Madrid-Sur;28700660;EOEP ATEN-TEMPR;EQUIPO ATENCION TEMPRANA MOSTOLES;Calle París, 9 ;Móstoles;-;28938;916480067;916480068;Público;
Madrid-Sur;28700672;EOEP ATEN-TEMPR;EQUIPO ATENCION TEMPRANA NAVALCARNERO;Calle Cuesta Del Tostonero, 2 ;Navalcarnero;-;28600;918114028;918114028;Público;
Madrid-Sur;28700787;EOEP ATEN-TEMPR;EQUIPO ATENCION TEMPRANA PARLA;Calle Pintor Rosales, S/n ;Parla;-;28982;916052082;916992961;Público;
Madrid-Oeste;28700911;EOEP ATEN-TEMPR;EQUIPO ATENCION TEMPRANA POZUELO DE ALARCON;Avenida Del Monte, 2 ;Pozuelo de Alarcón;-;28223;917992735;917156993;Público;
Madrid-Oeste;28700714;EOEP ATEN-TEMPR;EQUIPO ATENCION TEMPRANA TORRELODONES;Carretera De Torrelodones, 35 ;Torrelodones;-;28250;918592894;918592800;Público;
Madrid-Este;28700313;EOEP GENERAL;EQUIPO GENERAL ALCALA DE HENARES;Calle Entrepeñas, 2 ;Alcalá de Henares;-;28802;918814145;918787310;Público;
Madrid-Norte;28700489;EOEP GENERAL;EQUIPO GENERAL ALCOBENDAS;Calle Del Fuego, 73 ;Alcobendas;-;28100;916616555;916612357;Público;
