CONSULTA DE CENTROS Y SERVICIOS EDUCATIVOS;;;;;;;;;;;;
AREA TERRITORIAL;CODIGO CENTRO;TIPO DE CENTRO;CENTRO;DOMICILIO;MUNICIPIO;DISTRITO MUNICIPAL;COD. POSTAL;TELEFONO;FAX;TITULARIDAD
Madrid-Sur;28700362;EOEP GENERAL;EQUIPO GENERAL ALCORCON;Calle Institutos, S/n ;Alcorcón;-;28923;916116900;916116961;Público;
Madrid-Sur;28700374;EOEP GENERAL;EQUIPO GENERAL ARANJUEZ;Calle De Postas, 86 ;Aranjuez;-;28300;918915537;918921173;Público;
Madrid-Oeste;28700453;EOEP GENERAL;EQUIPO GENERAL COLLADO VILLALBA;Calle Isla De Sálvora, 155 ;Collado Villalba;-;28400;918492789;918507342;Público;
Madrid-Norte;28700490;EOEP GENERAL;EQUIPO GENERAL COLMENAR VIEJO;Calle De La Retama, 10 ;Colmenar Viejo;-;28770;918457789;918467343;Público;
Madrid-Este;28700337;EOEP GENERAL;EQUIPO GENERAL COSLADA;Calle De La Virgen De La Cabeza, 2 ;Coslada;-;28821;916733312;916697748;Público;
Madrid-Oeste;28701007;EOEP GENERAL;EQUIPO GENERAL DE GUADARRAMA;Calle Gustavo Adolfo Bécquer, 1 ;Guadarrama;-;28440;918542279;918542552;Público;
Madrid-Oeste;28700994;EOEP GENERAL;EQUIPO GENERAL DE LAS ROZAS;Camino Perales, S/n ;Rozas de Madrid, Las;-;28232;916403970;916403974;Público;
Madrid-Este;28700350;EOEP GENERAL;EQUIPO GENERAL DE TORREJÓN DE ARDOZ;Avenida Constitución, 9 ;Torrejón de Ardoz;-;28850;916565381;916779989;Público;
Madrid-Sur;28700386;EOEP GENERAL;EQUIPO GENERAL FUENLABRADA;Calle Logroño, 2 ;Fuenlabrada;-;28941;916063733;916977461;Público;
Madrid-Sur;28700398;EOEP GENERAL;EQUIPO GENERAL GETAFE;Calle Montserrat Caballé, 2 ;Getafe;-;28903;916832149;916828209;Público;
Madrid-Norte;28700507;EOEP GENERAL;EQUIPO GENERAL LA CABRERA;Calle De Carlos Ruiz, 2 ;Cabrera, La;-;28751;918688403;918689532;Público;
Madrid-Sur;28700404;EOEP GENERAL;EQUIPO GENERAL LEGANÉS;Calle Maestro, 14 ;Leganés;-;28914;916801171;916809956;Público;
Madrid-Sur;28700416;EOEP GENERAL;EQUIPO GENERAL MOSTOLES;Calle París, 9 ;Móstoles;-;28938;916183200;916183112;Público;
Madrid-Sur;28700428;EOEP GENERAL;EQUIPO GENERAL NAVALCARNERO;Calle Cuesta Del Tostonero, 2 ;Navalcarnero;-;28600;918112533;918112533;Público;
Madrid-Sur;28700431;EOEP GENERAL;EQUIPO GENERAL PARLA;Calle Pintor Rosales, S/n ;Parla;-;28982;916980604;916981350;Público;
Madrid-Oeste;28700465;EOEP GENERAL;EQUIPO GENERAL POZUELO DE ALARCÓN;Avenida Monte, 2 ;Pozuelo de Alarcón;-;28223;913515364;917157162;Público;
Madrid-Este;28700325;EOEP GENERAL;EQUIPO GENERAL RIVAS-ARGANDA;Calle De Los Picos De Urbión, S/n ;Rivas-Vaciamadrid;-;28522;914990324;913011837;Público;
Madrid-Norte;28701044;EOEP GENERAL;EQUIPO GENERAL S. SEBASTIAN DE LOS REYES;Avenida De Ramón Y Cajal, 5 ;San Sebastián de los Reyes;-;28703;916636481;916573418;Público;
Madrid-Sur;28700441;EOEP GENERAL;EQUIPO GENERAL S.MARTÍN DE VALDEIGLESIAS;Calle De La Fuente, 4 ;San Martín de Valdeiglesias;-;28680;918612329;918610391;Público;
Madrid-Oeste;28700477;EOEP GENERAL;EQUIPO GENERAL VALDEMORILLO-EL ESCORIAL;Camino Móstoles, 1 ;Villanueva de la Cañada;-;28691;918157488;918155232;Público;
Madrid-Este;28700520;EOEP GENERAL;EQUIPO GENERAL VILLAREJO DE SALVANÉS;Calle De San José, 2 ;Villarejo de Salvanés;-;28590;918745196;918745141;Público;
Madrid-Este;28008399;EST ADMI;DIRECCION AREA TERRITORIAL MADRID-ESTE;Calle Alalpardo, S/n ;Alcalá de Henares;-;28806;918872000;918828213;Público;
Madrid-Norte;28036449;EST ADMI;DIRECCION AREA TERRITORIAL MADRID-NORTE;Avenida De Valencia, S/n ;San Sebastián de los Reyes;-;28702;917203800;916521719;Público;
Madrid-Oeste;28008004;EST ADMI;DIRECCION AREA TERRITORIAL MADRID-OESTE;Carretera De La Granja, 4 ;Collado Villalba;-;28400;918562500;-;Público;
Madrid-Sur;28009380;EST ADMI;DIRECCION AREA TERRITORIAL MADRID-SUR;Calle Maestro, 19 ;Leganés;-;28914;917202700;916802826;Público;
Madrid-Este;28600604;CF EMPLEO;CENTRO DE FORMACION EN EDIFICACION Y OBRA CIVIL;Finca Tirabuey, S/n ;Paracuellos de Jarama;-;-;916580413;916582725;Público;
Madrid-Sur;28600586;CF EMPLEO;CENTRO DE FORMACION EN ELECTRICIDAD, ELECTRONICA Y AERONAUTICA;Paseo De La Ermita, 17 ;Leganés;-;28918;916800126;916807723;Público;
Madrid-Sur;28600574;CF EMPLEO;CENTRO DE FORMACION EN TECNOLOGIAS DE LA INFORMACION Y LAS COMUNICACIONES MADRID SUR;Avenida De Las Arcas Del Agua (sector 3), 2 ;Getafe;-;28905;916838160;916838562;Público;
Madrid-Oeste;28073811;C. DOC. MILITAR;ACADEMIA DE INGENIEROS DEL EJERCITO DE TIERRA;Carretera De Torrelodones A Colmenar Viejo, Km.10 ;Hoyo de Manzanares;-;28240;-;-;Público;
Madrid-Este;28701172;CTIF;MADRID-ESTE;Calle Luis Vives, 17 ;Alcalá de Henares;-;28803;-;-;Público;
Madrid-Norte;28701159;CTIF;MADRID-NORTE;Avenida Euskadi, 13 ;San Sebastián de los Reyes;-;28702;-;-;Público;
Madrid-Oeste;28701184;CTIF;MADRID-OESTE;Calle Gabriel García Márquez, 10 ;Collado Villalba;-;28400;-;-;Público;
Madrid-Sur;28701160;CTIF;MADRID-SUR;Avenida De La Mancha, 2 ;Leganés;-;28915;916862033;916867599;Público;
Madrid-Sur;28700957;CFA;CENT.FOR.AMB.PROF.GRANJA ESC.LA CHIMENEA;Diseminado Del Real Cortijo De San Isidro ;Aranjuez;-;28300;918918645;918918645;Público;
Madrid-Sur;28700970;CFA;CENT.FORM.AMB.PROF.TALLER NAT. V.DE ODON;Avenida Viveros, S/n ;Villaviciosa de Odón;-;28670;916919842;916164079;Público;
Madrid-Sur;28058354;CPR INF;ARCO IRIS;Calle Castilla La Vieja, 2 ;Ciempozuelos;-;28350;918931601;-;Privado Concertado;
Madrid-Este;28002488;CPR INF;MAMA JUANITA;Calle De La Iglesia, 15 ;Coslada;-;28821;916711120;916714516;Privado Concertado;
Madrid-Norte;28024575;CPR INF;MI COLE;Avenida De Colmenar Viejo, 22 ;San Sebastián de los Reyes;-;28701;916527603;-;Privado Concertado;
Madrid-Oeste;28045581;CPR INF;SANTA MARIA DE LEUCA;Calle Infantes, 28 ;San Lorenzo de El Escorial;-;28200;918901662;918906719;Privado Concertado;
Madrid-Sur;28023091;EIPR;LA INMACULADA;Calle De La Malvarrosa, 6 ;Móstoles;-;28937;916130601;916136464;Privado Concertado;
Madrid-Oeste;28057775;EIPR;NTRA. SRA. DE FATIMA;Calle Hermanos Muñoz, 9 ;Molinos, Los;-;28460;918551726;918551907;Privado Concertado;
Madrid-Norte;28000625;EIPR;SAN PEDRO APOSTOL;Plaza De Felipe Álvarez Gadea, 1 ;Alcobendas;-;28100;916535721;916535721;Privado Concertado;
Madrid-Norte;28000649;CPR PRI;SAN ANTONIO;Calle De Barcelona, 13 ;Alcobendas;-;28100;916527169;916527169;Privado Concertado;
Madrid-Sur;28003021;CPR INF-PRI;LICEO JUAN DE LA CIERVA I;Calle Tarragona, 3 ;Getafe;-;28903;916830742;916830742;Privado Concertado;
Madrid-Sur;28003055;CPR INF-PRI;MENGUAL;Calle Cuenca, 2 ;Getafe;-;28902;916811638;916827912;Privado Concertado;
Madrid-Oeste;28002142;CPR INF-PRI;REGINA ASSUMPTA;Calle De San Andrés, 11 ;Cercedilla;-;28470;918520313;-;Privado Concertado;
Madrid-Este;28000224;CPR INF-PRI;SAN FELIPE NERI;Calle San Felipe Neri, 4 ;Alcalá de Henares;-;28801;918881397;918881397;Privado Concertado;
Madrid-Este;28000170;CPR INF-PRI;SAN FRANCISCO DE ASIS;Calle Santiago, 35 ;Alcalá de Henares;-;28801;918880031;918811012;Privado Concertado;
Madrid-Norte;28022918;CPR INF-PRI;SAN PABLO;Calle San Pablo, S/n ;Miraflores de la Sierra;-;28792;918443579;918443579;Privado Concertado;
Madrid-Sur;28001538;CPR INF-PRI;SAN PASCUAL;Calle Del Rey, 77-79 ;Aranjuez;-;28300;918911917;918929132;Privado Concertado;
Madrid-Sur;28003171;CPR INF-PRI;SAN SEBASTIAN;Travesia De Los Depósitos, 2 ;Getafe;-;28903;916955320;IDEM;Privado Concertado;
Madrid-Este;28069236;CPR EE;A.P.S.A.;Calle Cóndor, 9-11 ;Arganda del Rey;-;28500;918711190;918703896;Privado Concertado;
Madrid-Sur;28076681;CPR EE;AUCAVI SUR;Avenida De Las Arcos Del Agua, 3 ;Getafe;-;28905;913553755;911309723;Privado Concertado;
Madrid-Oeste;28059504;CPR EE;CEPRI;Calle San Sebastián, 25 ;Majadahonda;-;28220;916387500;916346171;Privado Concertado;
Madrid-Oeste;28023893;CPR EE;GIL GAYARRE;Carretera Majadahonda, Km 2 ;Pozuelo de Alarcón;-;28223;-;913525589;Privado Concertado;
Madrid-Este;28071991;CPR EE;MARIA ISABEL ZULUETA;Calle Manuel Azaña, 14 ;Rivas-Vaciamadrid;-;28521;-;914998372;Privado Concertado;
Madrid-Sur;28028593;CPR EE;NTRA. SRA. DE LA ESPERANZA;Carretera De Toledo, K16,4 ;Getafe;-;28905;916815511;916815561;Privado Concertado;
Madrid-Norte;28033710;CPR EE;SAN FRANCISCO DE ASIS;Calle De Los Mártires, S/n ;Buitrago del Lozoya;-;28730;918695307;918695307;Privado Concertado;
Madrid-Este;28035020;CPR EE;VIRGEN DE LORETO;Calle Metano, 19 ;Torrejón de Ardoz;-;28850;916766283;916775982;Privado Concertado;
Madrid-Oeste;28022803;CPR EE;VIRGEN DE LOURDES;Carretera M-516 (boadilla), Km. 2 ;Majadahonda;-;28220;916383511;916385169;Privado Concertado;
Madrid-Norte;28066089;CPR EE;VIRGEN DE NURIA;Calle Anabel Segura, 12 ;Alcobendas;-;28108;916622498;916629073;Privado Concertado;
Madrid-Oeste;28074517;AA.HOSP.;AULA HOSPITALARIA MONTEPRINCIPE;Avenida De Montepríncipe, 25 ;Boadilla del Monte;-;28660;-;-;Privado Concertado;
Madrid-Sur;28025324;CPR FPE;ARZOBISPO MORCILLO;Calle Estrella De Elola, 10 ;Valdemoro;-;28341;918950116;918955326;Privado Concertado;
Madrid-Este;28033473;CPR FPE;CENTRO DE ESTUDIOS PROFESIONALES (C.E.P.);Calle Lope De Vega, 1 ;Alcalá de Henares;-;28805;918881475;918777454;Privado Concertado;
Madrid-Norte;28060506;CPR FPE;CENTRO DE HUMANIZACION DE LA SALUD;Calle Sector Escultores, 39 ;Tres Cantos;-;28760;912299939;918040033;Privado Concertado;
Madrid-Norte;28049031;CPR FPE;CENTRO DE PROMOCION RURAL DE LA MUJER EFA VALDEMILANOS;Calle De Los Ganaderos, 1 ;Colmenar Viejo;-;28770;918458337;918462868;Privado Concertado;
Madrid-Sur;28025877;CPR FPE;INGLAN;Calle De La Paloma, 5 ;Getafe;-;28904;916951369;916818061;Privado Concertado;
Madrid-Oeste;28075042;CPR FPE;INSTITUTO HM PROFESIONES BIOSANITARIAS;Avenida De Montepríncipe, 25 ;Boadilla del Monte;-;28660;917089900;916034717;Privado Concertado;
Madrid-Sur;28075054;CPR FPE;INSTITUTO HM PROFESIONES BIOSANITARIAS;Plaza Del Sol, 30 ;Móstoles;-;28938;918263009;916034717;Privado Concertado;
Madrid-Sur;28039529;CPR FPE;JUAN XXIII;Calle Nueva, 2 ;Alcorcón;-;28921;916438326;916438326;Privado Concertado;
Madrid-Sur;28049547;CPR FPE;LA MILAGROSA;Plaza De Turia, 8 ;Móstoles;-;28935;916474451;916474054;Privado Concertado;
Madrid-Este;28072296;CPR FPE;LAS NAVES SALESIANOS ALCALA;Calle Río Tajuña, 2 ;Alcalá de Henares;-;28803;918816939;918823615;Privado Concertado;
Madrid-Sur;28002208;CPR FPE;SAN JUAN DE DIOS;Avenida De San Juan De Dios, 1 ;Ciempozuelos;-;28350;918015650;918930275;Privado Concertado;
Madrid-Este;28024915;CPR INF-PRI-SEC;ALBA;Calle Manuel Sandoval, 26 ;Torrejón de Ardoz;-;28850;916566925;916566925;Privado Concertado;
Madrid-Sur;28041342;CPR INF-PRI-SEC;ALBANTA;Calle De Mónaco, 6 ;Fuenlabrada;-;28943;916078371;916070039;Privado Concertado;
Madrid-Sur;28042139;CPR INF-PRI-SEC;ALHUCEMA;Avenida De Las Provincias, 51 ;Fuenlabrada;-;28941;916098087;916098819;Privado Concertado;
Madrid-Sur;28038562;CPR INF-PRI-SEC;ALKOR;Avenida De Pablo Iglesias, S/n ;Alcorcón;-;28922;916437173;916436140;Privado Concertado;
Madrid-Sur;28038598;CPR INF-PRI-SEC;ALTAMIRA;Calle Gerona, 4 ;Fuenlabrada;-;28945;916155866;916972137;Privado Concertado;
Madrid-Sur;28001010;CPR INF-PRI-SEC;AMOR DE DIOS;Plaza Santiago De Compostela, 1 ;Alcorcón;-;28924;916192117;916118527;Privado Concertado;
Madrid-Sur;28074131;CPR INF-PRI-SEC;ANTANES SCHOOL;Calle Parla, 4 B ;Leganés;-;28914;916486455;916486330;Privado Concertado;
Madrid-Oeste;28072272;CPR INF-PRI-SEC;ANTAVILLA SCHOOL;Calle Real, 35 ;Villanueva del Pardillo;-;28229;918150022;918100141;Privado Concertado;
Madrid-Sur;28001563;CPR INF-PRI-SEC;APOSTOL SANTIAGO;Calle De Las Moreras, 217 ;Aranjuez;-;28300;918921200;918921009;Privado Concertado;
Madrid-Oeste;28044331;CPR INF-PRI-SEC;ARCADIA;Calle Cetrería, 2 ;Villanueva de la Cañada;-;28690;918162322;918162376;Privado Concertado;
Madrid-Sur;28023081;CPR INF-PRI-SEC;BALMES;Calle Del Río Llobregat, 2 ;Móstoles;-;28935;916474159;916474176;Privado Concertado;
Madrid-Este;28000479;CPR INF-PRI-SEC;CALASANZ;Calle Santiago, 29 ;Alcalá de Henares;-;28801;918892900;918771836;Privado Concertado;
Madrid-Sur;28036061;CPR INF-PRI-SEC;CALASANZ;Calle Asturias, S/n ;Pinto;-;28320;916912398;916928509;Privado Concertado;
Madrid-Sur;28034994;CPR INF-PRI-SEC;CASTILLA;Calle Iglesia, 1 ;Torrejón de la Calzada;-;28991;918160318;918160287;Privado Concertado;
Madrid-Oeste;28064184;CPR INF-PRI-SEC;CASVI-BOADILLA;Calle Miguel Ángel Cantero Oliva, 13 ;Boadilla del Monte;-;28660;916162218;916164410;Privado Concertado;
Madrid-Sur;28040623;CPR INF-PRI-SEC;CENTRO EDUCATIVO LA AMISTAD;Calle De Sevilla, 10 ;Fuenlabrada;-;28941;916153789;911165984;Privado Concertado;
Madrid-Oeste;28041287;CPR INF-PRI-SEC;CENTRO EDUCATIVO PUNTA GALEA;Calle Playa Del Sardinero, 1 ;Rozas de Madrid, Las;-;28290;916302641;916302955;Privado Concertado;
Madrid-Sur;28001046;CPR INF-PRI-SEC;CENTRO EDUCATIVO VILLA DE ALCORCON;Calle De Madrid, 12 ;Alcorcón;-;28921;916438329;916448058;Privado Concertado;
Madrid-Oeste;28041895;CPR INF-PRI-SEC;CENTRO EDUCATIVO ZOLA;Calle Valle Del Roncal (urb. La Mocha Chica), 57 ;Villanueva de la Cañada;-;28692;918151512;918152139;Privado Concertado;
Madrid-Este;28072211;CPR INF-PRI-SEC;CIUDAD EDUCATIVA MUNICIPAL HIPATIA-FUHEM;Avenida Ocho De Marzo, 1 ;Rivas-Vaciamadrid;-;28523;917139700;917139701;Privado Concertado;
Madrid-Sur;28032870;CPR INF-PRI-SEC;CIUDADESCUELA MUCHACHOS;Avenida Doctor Fleming, 3 ;Leganés;-;28912;916938041;916938041;Privado Concertado;
Madrid-Este;28070883;CPR INF-PRI-SEC;COLEGIO ALBORADA;Calle Alejo Carpentier, 27 ;Alcalá de Henares;-;28806;918301912;918303515;Privado Concertado;
Madrid-Sur;28025695;CPR INF-PRI-SEC;COLEGIO ALCALA;Calle Alférez Luis Martín Vidales, 1 ;Villaviciosa de Odón;-;28670;916160203;916160694;Privado Concertado;
Madrid-Este;28070895;CPR INF-PRI-SEC;COLEGIO ANTAMIRA;Calle Los Cuadros, S/n ;Paracuellos de Jarama;-;28860;916672707;916672711;Privado Concertado;
Madrid-Sur;28072168;CPR INF-PRI-SEC;COLEGIO AQUILA;Calle Planeta Júpiter, 2 ;Parla;-;28983;914240913;914241464;Privado Concertado;
Madrid-Sur;28072156;CPR INF-PRI-SEC;COLEGIO ARENALES ARROYOMOLINOS;Calle De La Guardia C/v C/ Coruña, S/n ;Arroyomolinos;-;28939;916688289;-;Privado Concertado;
Madrid-Norte;28067434;CPR INF-PRI-SEC;COLEGIO ARULA;Calle De Alcalá (alalpardo), 23 ;Valdeolmos-Alalpardo;-;28130;916205198;916202875;Privado Concertado;
Madrid-Oeste;28065784;CPR INF-PRI-SEC;COLEGIO CAUDE;Calle Barco, 2 ;Majadahonda;-;28222;916028022;916029238;Privado Concertado;
Madrid-Este;28073148;CPR INF-PRI-SEC;COLEGIO CHESTERTON;Calle Luxemburgo, 1 ;Meco;-;28880;918876207;-;Privado Concertado;
Madrid-Sur;28064846;CPR INF-PRI-SEC;COLEGIO EL CATON;Calle Ronda De Zaragoza, S/n ;Torrejón de Velasco;-;28990;918124344;918161953;Privado Concertado;
Madrid-Oeste;28067410;CPR INF-PRI-SEC;COLEGIO HELADE;Calle De Severo Ochoa, 6 ;Boadilla del Monte;-;28660;916338062;916338813;Privado Concertado;
Madrid-Oeste;28061298;CPR INF-PRI-SEC;COLEGIO INTERNACIONAL KOLBE;Avenida Universidad, 4 ;Villanueva de la Cañada;-;28691;918117681;918117684;Privado Concertado;
Madrid-Sur;28070871;CPR INF-PRI-SEC;COLEGIO JUAN PABLO II;Calle Democracia, S/n ;Alcorcón;-;28922;916430950;916434241;Privado Concertado;
Madrid-Sur;28075637;CPR INF-PRI-SEC;COLEGIO JUAN PABLO II;Avenida De Las Estrellas (pau 4 Bis Residencial Este), 45-47 ;Parla;-;28983;911610055;-;Privado Concertado;
Madrid-Oeste;28003444;CPR INF-PRI-SEC;COLEGIO JUAN PABLO II Y LA INMACULADA;Calle De Recaredo Collar, 2 ;Guadarrama;-;28440;918540118;918542849;Privado Concertado;
Madrid-Sur;28067859;CPR INF-PRI-SEC;COLEGIO LITTERATOR;Calle Del Patrimonio Mundial, 5 ;Aranjuez;-;28300;918927139;918927131;Privado Concertado;
Madrid-Este;28067422;CPR INF-PRI-SEC;COLEGIO MIRAMADRID;Avenida De Juan Pablo Ii, S/n ;Paracuellos de Jarama;-;28860;912688787;912688588;Privado Concertado;
Madrid-Oeste;28070858;CPR INF-PRI-SEC;COLEGIO MONTESCLAROS;Carretera M-608, Km.31 ;Boalo, El;-;28412;918420269;918420269;Privado Concertado;
Madrid-Sur;28070159;CPR INF-PRI-SEC;COLEGIO NOBELIS;Calle María Zambrano, S/n ;Valdemoro;-;28341;918658125;918658108;Privado Concertado;
Madrid-Sur;28069418;CPR INF-PRI-SEC;COLEGIO NOVA HISPALIS;Avenida Dos De Mayo, 4 ;Sevilla la Nueva;-;28609;918128291;911230617;Privado Concertado;
Madrid-Sur;28074074;CPR INF-PRI-SEC;COLEGIO PASTEUR ARROYOMOLINOS;Calle De Benicarló C/v A C/ Valencia, S/n ;Arroyomolinos;-;28939;911336734;911336735;Privado Concertado;
Madrid-Oeste;28065760;CPR INF-PRI-SEC;COLEGIO PEÑALAR;Avenida De La Dehesa, S/n ;Torrelodones;-;28250;902252272;918596073;Privado Concertado;
Madrid-Norte;28067367;CPR INF-PRI-SEC;COLEGIO PEÑALVENTO;Calle Del Doctor Torres Feced, 2 ;Colmenar Viejo;-;28770;902252232;918461795;Privado Concertado;
Madrid-Oeste;28065772;CPR INF-PRI-SEC;COLEGIO QUERCUS;Avenida De La Condesa De Chinchón, 21 ;Boadilla del Monte;-;28660;916338516;916339278;Privado Concertado;
Madrid-Oeste;28067631;CPR INF-PRI-SEC;COLEGIO SAN JAIME;Calle Ruperto Chapí ;Majadahonda;-;28222;916799246;916799298;Privado Concertado;
Madrid-Este;28075649;CPR INF-PRI-SEC;COLEGIO SANTA MONICA;Calle Las Trece Rosas, 3 ;Rivas-Vaciamadrid;-;28523;916016073;-;Privado Concertado;
Madrid-Sur;28074086;CPR INF-PRI-SEC;COLEGIO SANTO ANGEL LA DEHESA;Avenida De Los Deportes, 8 ;Humanes de Madrid;-;28970;916049002;-;Privado Concertado;
Madrid-Sur;28067847;CPR INF-PRI-SEC;COLEGIO VALLE DEL MIRO;Calle De Clara Campoamor, 2 ;Valdemoro;-;28342;918658070;918658164;Privado Concertado;
Madrid-Oeste;28064196;CPR INF-PRI-SEC;COLEGIO VALLMONT;Calle Mallorca, 2 ;Villanueva del Pardillo;-;28229;918102900;911413554;Privado Concertado;
Madrid-Este;28073070;CPR INF-PRI-SEC;COLEGIO VEGASUR;Calle De Fernando El Católico, 8 ;San Martín de la Vega;-;28330;918087976;918087475;Privado Concertado;
Madrid-Sur;28023121;CPR INF-PRI-SEC;COLEGIO VILLAEUROPA;Calle De Benito Pérez Galdós, 13 ;Móstoles;-;28935;916170269;916640700;Privado Concertado;
Madrid-Oeste;28024198;CPR INF-PRI-SEC;CRISTO REY;Carretera De Las Rozas-majadahonda, 4 ;Rozas de Madrid, Las;-;28231;916392747;916342691;Privado Concertado;
Madrid-Sur;28003262;CPR INF-PRI-SEC;DIVINA PASTORA;Paseo Pablo Iglesias, 5 ;Getafe;-;28901;916950519;916951923;Privado Concertado;
Madrid-Este;28067379;CPR INF-PRI-SEC;EDUCREA EL MIRADOR;Avenida Parques Naturales, 7 ;Villalbilla;-;28810;911340238;911340298;Privado Concertado;
Madrid-Norte;28024812;CPR INF-PRI-SEC;EL PILAR;Calle Real, 21 ;Soto del Real;-;28791;918476927;918480065;Privado Concertado;
Madrid-Sur;28003742;CPR INF-PRI-SEC;EL SALVADOR;Calle San Vicente, 17 ;Leganés;-;28912;916864015;916864015;Privado Concertado;
Madrid-Este;28000303;CPR INF-PRI-SEC;ESCUELAS PIAS;Avenida Lope De Figueroa, 27 ;Alcalá de Henares;-;28804;918893158;918820850;Privado Concertado;
Madrid-Oeste;28023947;CPR INF-PRI-SEC;ESCUELAS PIAS DE SAN FERNANDO;Avenida Bularas, 1 ;Pozuelo de Alarcón;-;28224;917150408;913529833;Privado Concertado;
Madrid-Sur;28037961;CPR INF-PRI-SEC;FUENLABRADA;Calle De Valencia, 15 ;Fuenlabrada;-;28945;916902989;916902062;Privado Concertado;
Madrid-Sur;28064172;CPR INF-PRI-SEC;FUENLLANA;Travesia Fuente Cisneros, 1 ;Alcorcón;-;28922;916144730;916144731;Privado Concertado;
Madrid-Oeste;28024186;CPR INF-PRI-SEC;FUNDACION COLEGIO BERRIZ;Calle Camino Real, 3 ;Rozas de Madrid, Las;-;28232;916303733;916309042;Privado Concertado;
Madrid-Norte;28072958;CPR INF-PRI-SEC;GREENWICH SCHOOL;Calle De La Felicidad, 9 ;Alcobendas;-;28100;918316677;-;Privado Concertado;
Madrid-Este;28067343;CPR INF-PRI-SEC;GSD ALCALA;Calle Octavio Paz, 29 ;Alcalá de Henares;-;28806;918303864;918303871;Privado Concertado;
Madrid-Oeste;28061286;CPR INF-PRI-SEC;GSD EL ESCORIAL;Calle Principal, 1 ;Escorial, El;-;28292;918533521;918534907;Privado Concertado;
Madrid-Oeste;28069303;CPR INF-PRI-SEC;GSD GUADARRAMA;Calle Vereda De Colmenar, 4 ;Guadarrama;-;28440;918547059;918542399;Privado Concertado;
Madrid-Oeste;28067355;CPR INF-PRI-SEC;GSD LAS ROZAS;Calle Clara Campoamor, 1 ;Rozas de Madrid, Las;-;28232;916408923;916376382;Privado Concertado;
Madrid-Sur;28063192;CPR INF-PRI-SEC;HELICON;Calle De María Curie, 19-21 ;Valdemoro;-;28342;918752232;918753548;Privado Concertado;
Madrid-Oeste;28023844;CPR INF-PRI-SEC;HOGAR DEL BUEN CONSEJO;Paseo Concepción, 12 ;Pozuelo de Alarcón;-;28224;913520181;917157926;Privado Concertado;
Madrid-Este;28073161;CPR INF-PRI-SEC;HUMANITAS BILINGUAL SCHOOL TORREJON;Avenida Salvador Dalí, 3 ;Torrejón de Ardoz;-;28850;910001908;912796718;Privado Concertado;
Madrid-Norte;28072961;CPR INF-PRI-SEC;HUMANITAS BILINGUAL SCHOOL TRES CANTOS;Avenida De Los Actores, 1-5 ;Tres Cantos;-;28760;902702048;910008428;Privado Concertado;
Madrid-Norte;28036450;CPR INF-PRI-SEC;IBN GABIROL;Paseo De Alcobendas, 7 ;Alcobendas;-;28109;916501229;916504410;Privado Concertado;
Madrid-Oeste;28023935;CPR INF-PRI-SEC;INSTITUTO VERITAS;Avenida Radio Y Televisión, 2 ;Pozuelo de Alarcón;-;28223;913520547;913520429;Privado Concertado;
Madrid-Este;28023376;CPR INF-PRI-SEC;INTERNACIONAL EUROVILLAS;Calle Posada De Castilla I, 107 ;Nuevo Baztán;-;28514;918735282;918735282;Privado Concertado;
Madrid-Este;28024991;CPR INF-PRI-SEC;J.A.B.Y.;Calle Cristo, 22 ;Torrejón de Ardoz;-;28850;916750360;916779310;Privado Concertado;
Madrid-Sur;28003110;CPR INF-PRI-SEC;JESUS NAZARENO;Calle Del Hospital De San José, 28 ;Getafe;-;28901;916950321;916962414;Privado Concertado;
Madrid-Norte;28000662;CPR INF-PRI-SEC;JUAN XXIII;Travesia Juan M. Sánchez. Pedagogo, 3 ;Alcobendas;-;28100;916516468;916516468;Privado Concertado;
Madrid-Sur;28001022;CPR INF-PRI-SEC;LA INMACULADA;Calle Señorita Elena, S/n ;Alcorcón;-;28924;916192515;916113356;Privado Concertado;
Madrid-Sur;28003584;CPR INF-PRI-SEC;LA INMACULADA;Avenida Vicente Aleixandre, 1 ;Leganés;-;28911;916930057;916898527;Privado Concertado;
Madrid-Oeste;28024381;CPR INF-PRI-SEC;LA INMACULADA CONCEPCION;Calle Madre Carmen Salles, 8 ;San Lorenzo de El Escorial;-;28200;918901855;918903441;Privado Concertado;
Madrid-Sur;28003250;CPR INF-PRI-SEC;LA INMACULADA-PADRES ESCOLAPIOS;Plaza Obispo Felipe Scio Riaza, 1 ;Getafe;-;28901;916951900;916951904;Privado Concertado;
Madrid-Sur;28003419;CPR INF-PRI-SEC;LA SALLE;Calle Levante, 1 ;Griñón;-;28971;918140085;918103016;Privado Concertado;
Madrid-Sur;28050173;CPR INF-PRI-SEC;LAGOMAR;Avenida Mar Adriático, 5 ;Valdemoro;-;28341;918083643;918085724;Privado Concertado;
Madrid-Oeste;28069406;CPR INF-PRI-SEC;LEONARDO DA VINCI;Calle Arroyo Grande (sector Las Hachazuelas), 72 ;Moralzarzal;-;28411;918576724;-;Privado Concertado;
Madrid-Sur;28003675;CPR INF-PRI-SEC;LICEO SAN PABLO;Calle Alhelí, 1 ;Leganés;-;28912;916933223;916948405;Privado Concertado;
Madrid-Este;28000492;CPR INF-PRI-SEC;LOPE DE VEGA;Calle De Luis De Medina, 12 ;Alcalá de Henares;-;28805;918893879;918892021;Privado Concertado;
